DW_Order_Item,Order ID,Order Date,Shipping Date,Number Of Days,Delivery Fee,Shipping Mode,DW_Customer_ID,DW_Product_ID,Warehouse_ID,Quantity,Discount Percentage,Discount Amount,Amount,Customer ID,Customer Name,Segment,City-1,Valid From,Valid Until,Product ID,Category,Sub-Category,Product-Name,Unit Cost,City,Province
1432,728,08/12/2021,10/12/2021,2,96.260002136,Standard Class,408,303,14,5,0.202000007,25.3005,99.9495,315523874,Ralph Kennedy,Consumer,CHATHAM,24/05/2017,,303,Office Supplies,Appliances,"Hamilton Beach Blender, Black",25.05,CHATHAM,Ontario
1433,728,08/12/2021,10/12/2021,2,96.260002136,Standard Class,408,429,14,4,0.200000003,40.456,161.824,315523874,Ralph Kennedy,Consumer,CHATHAM,24/05/2017,,429,Furniture,Chairs,"Novimex Rocking Chair, Black",50.57,CHATHAM,Ontario
1434,729,16/10/2021,12/11/2021,27,18.75,Standard Class,82,9,12,4,0.400000006,122.976,184.464,315523732,Trudy Glocke,Consumer,CHATHAM,24/05/2017,,9,Technology,Accessories,"Memorex Router, Bluetooth",76.86,CHATHAM,Ontario
1435,729,16/10/2021,12/11/2021,27,18.75,Standard Class,82,20,12,3,0.400000006,57.756,86.634,315523732,Trudy Glocke,Consumer,CHATHAM,24/05/2017,,20,Technology,Accessories,"Belkin Memory Card, Bluetooth",48.13,CHATHAM,Ontario
1436,729,16/10/2021,12/11/2021,27,18.75,Standard Class,82,66,12,1,0.400000006,7.596,11.394,315523732,Trudy Glocke,Consumer,CHATHAM,24/05/2017,,66,Technology,Accessories,"Memorex Keyboard, Erganomic",18.99,CHATHAM,Ontario
1437,729,16/10/2021,12/11/2021,27,18.75,Standard Class,82,269,12,1,0.400000006,3.1,4.65,315523732,Trudy Glocke,Consumer,CHATHAM,24/05/2017,,269,Office Supplies,Art,"Boston Highlighters, Blue",7.75,CHATHAM,Ontario
1438,730,01/12/2021,09/12/2021,8,0.709999979,Standard Class,26,260,8,2,0,0,18.44,315523609,Fred Harton,Consumer,CHATHAM,24/05/2017,,260,Office Supplies,Art,"Binney & Smith Canvas, Fluorescent",9.22,CHATHAM,Ontario
1439,731,15/10/2021,02/11/2021,18,61.220001221,Standard Class,313,323,18,5,0,0,216.7,315523633,Jonathan Doherty,Corporate,CHATHAM,24/05/2017,,323,Office Supplies,Appliances,"Hoover Toaster, White",43.34,CHATHAM,Ontario
1440,732,09/07/2019,03/08/2019,25,337.480010986,Second Class,408,53,18,3,0.200000003,19.08,76.32,315523874,Ralph Kennedy,Consumer,CHATHAM,24/05/2017,,53,Technology,Accessories,"Memorex Keyboard, Bluetooth",31.8,CHATHAM,Ontario
1441,732,09/07/2019,03/08/2019,25,337.480010986,Second Class,408,78,18,5,0.200000003,4.81,19.24,315523874,Ralph Kennedy,Consumer,CHATHAM,24/05/2017,,78,Office Supplies,Fasteners,"Advantus Paper Clips, Assorted Sizes",4.81,CHATHAM,Ontario
1442,732,09/07/2019,03/08/2019,25,337.480010986,Second Class,408,134,18,2,0,0,12.58,315523874,Ralph Kennedy,Consumer,CHATHAM,24/05/2017,,134,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Metal",6.29,CHATHAM,Ontario
1443,732,09/07/2019,03/08/2019,25,337.480010986,Second Class,408,228,18,2,0,0,6.34,315523874,Ralph Kennedy,Consumer,CHATHAM,24/05/2017,,228,Office Supplies,Labels,"Harbour Creations Removable Labels, Adjustable",3.17,CHATHAM,Ontario
1444,732,09/07/2019,03/08/2019,25,337.480010986,Second Class,408,305,18,1,0.002000000,0.0483,24.0817,315523874,Ralph Kennedy,Consumer,CHATHAM,24/05/2017,,305,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, White",24.13,CHATHAM,Ontario
1445,733,13/03/2018,09/04/2018,27,51.729999542,Standard Class,343,73,18,7,0.200000003,5.67,22.68,315523832,George Zrebassa,Corporate,CHATHAM,24/05/2017,,73,Office Supplies,Fasteners,"Stockwell Thumb Tacks, 12 Pack",4.05,CHATHAM,Ontario
1446,733,13/03/2018,09/04/2018,27,51.729999542,Standard Class,343,92,18,2,0,0,11.94,315523832,George Zrebassa,Corporate,CHATHAM,24/05/2017,,92,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes",5.97,CHATHAM,Ontario
1447,733,13/03/2018,09/04/2018,27,51.729999542,Standard Class,343,95,18,8,0,0,53.12,315523832,George Zrebassa,Corporate,CHATHAM,24/05/2017,,95,Office Supplies,Fasteners,"Accos Paper Clips, Metal",6.64,CHATHAM,Ontario
1448,733,13/03/2018,09/04/2018,27,51.729999542,Standard Class,343,142,18,4,0,0,302.32,315523832,George Zrebassa,Corporate,CHATHAM,24/05/2017,,142,Technology,Phones,"Apple Speaker Phone, with Caller ID",75.58,CHATHAM,Ontario
1449,733,13/03/2018,09/04/2018,27,51.729999542,Standard Class,343,476,18,2,0,0,113.58,315523832,George Zrebassa,Corporate,CHATHAM,24/05/2017,,476,Furniture,Tables,"Chromcraft Coffee Table, Rectangular",56.79,CHATHAM,Ontario
1450,734,18/03/2018,29/03/2018,11,50.090000153,Standard Class,293,17,18,4,0,0,183.32,315523886,Trudy Schmidt,Consumer,CHATHAM,24/05/2017,,17,Technology,Accessories,"Enermax Keyboard, Bluetooth",45.83,CHATHAM,Ontario
1451,734,18/03/2018,29/03/2018,11,50.090000153,Standard Class,293,440,18,5,0,0,280.2,315523886,Trudy Schmidt,Consumer,CHATHAM,24/05/2017,,440,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Red",56.04,CHATHAM,Ontario
1452,735,24/09/2021,11/10/2021,17,86.480003357,Standard Class,106,87,4,3,0,0,11.49,315523728,Theresa Coyne,Corporate,CHATHAM,24/05/2017,,87,Office Supplies,Fasteners,"Accos Staples, Bulk Pack",3.83,CHATHAM,Ontario
1453,735,24/09/2021,11/10/2021,17,86.480003357,Standard Class,106,107,4,7,0,0,37.59,315523728,Theresa Coyne,Corporate,CHATHAM,24/05/2017,,107,Office Supplies,Fasteners,"Stockwell Clamps, Assorted Sizes",5.37,CHATHAM,Ontario
1454,735,24/09/2021,11/10/2021,17,86.480003357,Standard Class,106,291,4,5,0.002000000,0.2048,102.1952,315523728,Theresa Coyne,Corporate,CHATHAM,24/05/2017,,291,Office Supplies,Art,"Sanford Sketch Pad, Easy-Erase",20.48,CHATHAM,Ontario
1455,736,08/02/2021,10/02/2021,2,14.359999657,Standard Class,473,17,20,6,0.400000006,109.992,164.988,315523757,Pauline Johnson,Consumer,CHATHAM,24/05/2017,,17,Technology,Accessories,"Enermax Keyboard, Bluetooth",45.83,CHATHAM,Ontario
1456,736,08/02/2021,10/02/2021,2,14.359999657,Standard Class,473,106,20,2,0.400000006,4.696,7.044,315523757,Pauline Johnson,Consumer,CHATHAM,24/05/2017,,106,Office Supplies,Fasteners,"Advantus Push Pins, Metal",5.87,CHATHAM,Ontario
1457,736,08/02/2021,10/02/2021,2,14.359999657,Standard Class,473,163,20,3,0.400000006,44.496,66.744,315523757,Pauline Johnson,Consumer,CHATHAM,24/05/2017,,163,Technology,Phones,"Apple Office Telephone, Full Size",37.08,CHATHAM,Ontario
1458,736,08/02/2021,10/02/2021,2,14.359999657,Standard Class,473,391,20,4,0.400000006,3.584,5.376,315523757,Pauline Johnson,Consumer,CHATHAM,24/05/2017,,391,Office Supplies,Binders,"Avery Index Tab, Clear",2.24,CHATHAM,Ontario
1459,737,29/04/2021,12/05/2021,13,3.869999886,Standard Class,376,155,2,3,0,0,176.55,315523520,Stefanie Holloman,Corporate,CHATHAM,24/05/2017,,155,Technology,Phones,"Cisco Speaker Phone, Cordless",58.85,CHATHAM,Ontario
1460,738,31/01/2019,18/02/2019,18,0.769999981,First Class,161,274,20,3,0,0,85.47,315523824,Eileen Kiefer,Home Office,ZONE,24/05/2017,,274,Office Supplies,Art,"BIC Sketch Pad, Water Color",28.49,ZONE,Ontario
1461,739,06/12/2021,10/12/2021,4,3.950000048,Second Class,464,17,6,3,0.400000006,54.996,82.494,315523495,Todd Boyes,Corporate,CHATHAM,24/05/2017,,17,Technology,Accessories,"Enermax Keyboard, Bluetooth",45.83,CHATHAM,Ontario
1462,740,07/05/2021,11/05/2021,4,2.559999943,Standard Class,104,2,10,1,0,0,16.9,315523996,Nancy Lomonaco,Home Office,CHATHAM,24/05/2017,,2,Technology,Accessories,"Belkin Mouse, Programmable",16.9,CHATHAM,Ontario
1463,741,18/01/2021,07/02/2021,20,16.270000458,Standard Class,241,3,8,2,0,0,39.82,315523559,Christy Brittain,Consumer,CHATHAM,24/05/2017,,3,Technology,Accessories,"Belkin Numeric Keypad, Bluetooth",19.91,CHATHAM,Ontario
1464,742,25/12/2018,22/01/2019,28,6.809999943,Standard Class,386,2,8,3,0.400000006,20.28,30.42,315523657,Adrian Shami,Home Office,CHATHAM,24/05/2017,,2,Technology,Accessories,"Belkin Mouse, Programmable",16.9,CHATHAM,Ontario
1465,743,13/05/2021,09/06/2021,27,23,Second Class,207,9,10,2,0,0,153.72,315523898,Olvera Toch,Consumer,HARWICH,24/05/2017,,9,Technology,Accessories,"Memorex Router, Bluetooth",76.86,HARWICH,Ontario
1466,744,29/04/2021,12/05/2021,13,6.329999924,Standard Class,458,45,6,5,0.400000006,58.82,88.23,315523529,Becky Castell,Home Office,ZONE,24/05/2017,,45,Technology,Accessories,"Belkin Numeric Keypad, Erganomic",29.41,ZONE,Ontario
1467,745,03/08/2019,21/08/2019,18,29.860000610,Second Class,97,29,14,3,0.400000006,6.048,9.072,315523540,Bobby Elias,Consumer,CHATHAM,24/05/2017,,29,Technology,Accessories,"Memorex Numeric Keypad, USB",5.04,CHATHAM,Ontario
1468,745,03/08/2019,21/08/2019,18,29.860000610,Second Class,97,87,14,5,0.400000006,7.66,11.49,315523540,Bobby Elias,Consumer,CHATHAM,24/05/2017,,87,Office Supplies,Fasteners,"Accos Staples, Bulk Pack",3.83,CHATHAM,Ontario
1469,745,03/08/2019,21/08/2019,18,29.860000610,Second Class,97,278,14,5,0.402000010,37.0242,55.0758,315523540,Bobby Elias,Consumer,CHATHAM,24/05/2017,,278,Office Supplies,Art,"BIC Canvas, Fluorescent",18.42,CHATHAM,Ontario
1470,746,06/02/2019,04/03/2019,26,241.800003052,Same Day,68,28,4,3,0,0,48.27,315524012,Nora Pelletier,Home Office,CHATHAM,24/05/2017,,28,Technology,Accessories,"SanDisk Flash Drive, Programmable",16.09,CHATHAM,Ontario
1471,746,06/02/2019,04/03/2019,26,241.800003052,Same Day,68,294,4,4,0.002000000,2.3624,1178.8376,315524012,Nora Pelletier,Home Office,CHATHAM,24/05/2017,,294,Office Supplies,Appliances,"KitchenAid Refrigerator, White",295.3,CHATHAM,Ontario
1472,747,19/05/2021,04/06/2021,16,7.929999828,Standard Class,264,200,10,3,0,0,583.98,315523736,Bill Shonely,Corporate,DOVER,24/05/2017,,200,Technology,Copiers,"HP Wireless Fax, Laser",194.66,DOVER,Ontario
1473,748,18/03/2018,27/03/2018,9,42.619998932,Standard Class,306,28,10,3,0.200000003,9.654,38.616,315523612,Giulietta Baptist,Consumer,CHATHAM,24/05/2017,,28,Technology,Accessories,"SanDisk Flash Drive, Programmable",16.09,CHATHAM,Ontario
1474,748,18/03/2018,27/03/2018,9,42.619998932,Standard Class,306,66,10,2,0.200000003,7.596,30.384,315523612,Giulietta Baptist,Consumer,CHATHAM,24/05/2017,,66,Technology,Accessories,"Memorex Keyboard, Erganomic",18.99,CHATHAM,Ontario
1475,748,18/03/2018,27/03/2018,9,42.619998932,Standard Class,306,118,10,3,0.200000003,5.55,22.2,315523612,Giulietta Baptist,Consumer,CHATHAM,24/05/2017,,118,Office Supplies,Fasteners,"Advantus Clamps, Assorted Sizes",9.25,CHATHAM,Ontario
1476,748,18/03/2018,27/03/2018,9,42.619998932,Standard Class,306,456,10,3,0.200000003,15.096,60.384,315523612,Giulietta Baptist,Consumer,CHATHAM,24/05/2017,,456,Technology,Machines,"Epson Calculator, Durable",25.16,CHATHAM,Ontario
1477,749,20/08/2021,10/09/2021,21,35.209999084,First Class,133,7,16,3,0,0,35.76,315523789,Craig Leslie,Home Office,MORAVIAN,24/05/2017,,7,Technology,Accessories,"Belkin Mouse, USB",11.92,MORAVIAN,Newfoundland and Labrador
1478,750,24/04/2019,10/05/2019,16,19.090000153,Standard Class,407,287,12,3,0.002000000,0.0611,30.4789,315523470,Sue Ann Reed,Consumer,CHATHAM,24/05/2017,,287,Office Supplies,Art,"Boston Markers, Water Color",10.18,CHATHAM,Ontario
1479,751,07/11/2021,06/12/2021,29,3.930000067,Second Class,115,148,16,1,0.400000006,12.868,19.302,315523889,Tim Taslimi,Corporate,CHATHAM,24/05/2017,,148,Technology,Phones,"Nokia Office Telephone, Full Size",32.17,CHATHAM,Ontario
1480,751,07/11/2021,06/12/2021,29,3.930000067,Second Class,115,232,16,4,0.400000006,9.616,14.424,315523889,Tim Taslimi,Corporate,CHATHAM,24/05/2017,,232,Office Supplies,Labels,"Novimex Color Coded Labels, Alphabetical",6.01,CHATHAM,Ontario
1481,752,04/09/2021,08/09/2021,4,16.489999771,First Class,229,20,8,1,0,0,48.13,315523910,Brad Norvell,Corporate,ZONE,24/05/2017,,20,Technology,Accessories,"Belkin Memory Card, Bluetooth",48.13,ZONE,Ontario
1482,752,04/09/2021,08/09/2021,4,16.489999771,First Class,229,298,8,2,0.002000000,1.0872,542.5128,315523910,Brad Norvell,Corporate,ZONE,24/05/2017,,298,Office Supplies,Appliances,"Breville Stove, Red",271.8,ZONE,Ontario
1483,753,08/07/2020,26/07/2020,18,9.949999809,Second Class,509,1,8,3,0.400000006,16.236,24.354,315523687,Anemone Ratner,Consumer,CHATHAM,24/05/2017,,1,Technology,Accessories,"Logitech Mouse, USB",13.53,CHATHAM,Ontario
1484,754,10/08/2018,27/08/2018,17,40.049999237,First Class,327,290,8,2,0.202000007,3.4865,13.7735,315523850,Julie Kriz,Home Office,DOVER,24/05/2017,,290,Office Supplies,Art,"Boston Highlighters, Fluorescent",8.63,DOVER,Ontario
1485,755,30/12/2018,23/01/2019,24,5.670000076,Second Class,59,21,4,4,0,0,105.48,315524011,Naresj Patel,Consumer,CHATHAM,24/05/2017,,21,Technology,Accessories,"Belkin Keyboard, Erganomic",26.37,CHATHAM,Ontario
1486,756,17/05/2021,06/06/2021,20,41.450000763,Same Day,64,33,12,5,0,0,141.35,315523555,Christina Anderson,Consumer,CAMDEN,24/05/2017,,33,Technology,Accessories,"Belkin Numeric Keypad, USB",28.27,CAMDEN,Ontario
1487,756,17/05/2021,06/06/2021,20,41.450000763,Same Day,64,88,12,3,0,0,18.36,315523555,Christina Anderson,Consumer,CAMDEN,24/05/2017,,88,Office Supplies,Fasteners,"OIC Thumb Tacks, Metal",6.12,CAMDEN,Ontario
1488,757,14/08/2021,09/09/2021,26,66.040000916,Standard Class,60,8,12,3,0,0,368.31,315523915,Mick Brown,Consumer,CHATHAM,24/05/2017,,8,Technology,Accessories,"Belkin Router, Programmable",122.77,CHATHAM,Ontario
1489,757,14/08/2021,09/09/2021,26,66.040000916,Standard Class,60,21,12,14,0,0,369.18,315523915,Mick Brown,Consumer,CHATHAM,24/05/2017,,21,Technology,Accessories,"Belkin Keyboard, Erganomic",26.37,CHATHAM,Ontario
1490,757,14/08/2021,09/09/2021,26,66.040000916,Standard Class,60,438,12,5,0,0,153.8,315523915,Mick Brown,Consumer,CHATHAM,24/05/2017,,438,Furniture,Chairs,"Novimex Chairmat, Adjustable",30.76,CHATHAM,Ontario
1491,758,07/06/2021,12/06/2021,5,163.589996338,Standard Class,403,25,16,3,0.200000003,11.904,47.616,315523721,Ruben Dartt,Consumer,CHATHAM,24/05/2017,,25,Technology,Accessories,"Enermax Flash Drive, Bluetooth",19.84,CHATHAM,Ontario
1492,758,07/06/2021,12/06/2021,5,163.589996338,Standard Class,403,73,16,3,0.200000003,2.43,9.72,315523721,Ruben Dartt,Consumer,CHATHAM,24/05/2017,,73,Office Supplies,Fasteners,"Stockwell Thumb Tacks, 12 Pack",4.05,CHATHAM,Ontario
1493,758,07/06/2021,12/06/2021,5,163.589996338,Standard Class,403,113,16,7,0.200000003,10.388,41.552,315523721,Ruben Dartt,Consumer,CHATHAM,24/05/2017,,113,Office Supplies,Fasteners,"Accos Push Pins, Bulk Pack",7.42,CHATHAM,Ontario
1494,758,07/06/2021,12/06/2021,5,163.589996338,Standard Class,403,246,16,4,0.200000003,1.896,7.584,315523721,Ruben Dartt,Consumer,CHATHAM,24/05/2017,,246,Office Supplies,Labels,"Novimex Round Labels, Alphabetical",2.37,CHATHAM,Ontario
1495,758,07/06/2021,12/06/2021,5,163.589996338,Standard Class,403,334,16,3,0.200000003,4.434,17.736,315523721,Ruben Dartt,Consumer,CHATHAM,24/05/2017,,334,Office Supplies,Paper,"Eaton Memo Slips, Premium",7.39,CHATHAM,Ontario
1496,758,07/06/2021,12/06/2021,5,163.589996338,Standard Class,403,403,16,2,0.200000003,2.824,11.296,315523721,Ruben Dartt,Consumer,CHATHAM,24/05/2017,,403,Office Supplies,Binders,"Cardinal Binder, Clear",7.06,CHATHAM,Ontario
1497,759,25/08/2021,06/09/2021,12,7.760000229,Standard Class,425,4,20,2,0,0,21.1,315523977,Katherine Nockton,Corporate,CHATHAM,24/05/2017,,4,Technology,Accessories,"Logitech Flash Drive, Erganomic",10.55,CHATHAM,Ontario
1498,760,24/04/2021,05/05/2021,11,7.530000210,Second Class,353,264,2,14,0,0,88.2,315523905,Pete Takahito,Consumer,CHATHAM,24/05/2017,,264,Office Supplies,Art,"Binney & Smith Pens, Blue",6.3,CHATHAM,Ontario
1499,760,24/04/2021,05/05/2021,11,7.530000210,Second Class,353,358,2,2,0,0,25.24,315523905,Pete Takahito,Consumer,CHATHAM,24/05/2017,,358,Office Supplies,Paper,"Xerox Cards & Envelopes, Recycled",12.62,CHATHAM,Ontario
1500,761,07/04/2019,11/04/2019,4,35.509998322,Standard Class,427,6,2,7,0.200000003,37.968,151.872,315523785,Christopher Schild,Home Office,CHATHAM,24/05/2017,,6,Technology,Accessories,"Enermax Numeric Keypad, Bluetooth",27.12,CHATHAM,Ontario
1501,761,07/04/2019,11/04/2019,4,35.509998322,Standard Class,427,79,2,2,0.200000003,2.96,11.84,315523785,Christopher Schild,Home Office,CHATHAM,24/05/2017,,79,Office Supplies,Fasteners,"OIC Push Pins, Assorted Sizes",7.4,CHATHAM,Ontario
1502,762,28/09/2021,05/10/2021,7,236.320007324,Second Class,324,25,16,1,0,0,19.84,315523845,Jay Kimmel,Consumer,CHATHAM,24/05/2017,,25,Technology,Accessories,"Enermax Flash Drive, Bluetooth",19.84,CHATHAM,Ontario
1503,762,28/09/2021,05/10/2021,7,236.320007324,Second Class,324,320,16,9,0,0,381.6,315523845,Jay Kimmel,Consumer,CHATHAM,24/05/2017,,320,Office Supplies,Appliances,"Hoover Toaster, Red",42.4,CHATHAM,Ontario
1504,763,12/04/2021,07/05/2021,25,17.680000305,Standard Class,411,87,18,3,0,0,11.49,315523557,Cynthia Arntzen,Consumer,CHATHAM,24/05/2017,,87,Office Supplies,Fasteners,"Accos Staples, Bulk Pack",3.83,CHATHAM,Ontario
1505,763,12/04/2021,07/05/2021,25,17.680000305,Standard Class,411,323,18,5,0,0,216.7,315523557,Cynthia Arntzen,Consumer,CHATHAM,24/05/2017,,323,Office Supplies,Appliances,"Hoover Toaster, White",43.34,CHATHAM,Ontario
1506,764,29/12/2020,19/01/2021,21,10.350000381,Second Class,56,66,1,2,0,0,37.98,315523596,Evan Bailliet,Consumer,CHATHAM,24/05/2017,,66,Technology,Accessories,"Memorex Keyboard, Erganomic",18.99,CHATHAM,Ontario
1507,765,23/02/2022,01/03/2022,6,322.589996338,Second Class,98,16,14,2,0,0,45.02,315523595,Erica Bern,Corporate,CHATHAM,24/05/2017,,16,Technology,Accessories,"Memorex Keyboard, USB",22.51,CHATHAM,Ontario
1508,765,23/02/2022,01/03/2022,6,322.589996338,Second Class,98,37,14,3,0,0,411.57,315523595,Erica Bern,Corporate,CHATHAM,24/05/2017,,37,Technology,Accessories,"Enermax Router, Bluetooth",137.19,CHATHAM,Ontario
1509,765,23/02/2022,01/03/2022,6,322.589996338,Second Class,98,92,14,3,0,0,17.91,315523595,Erica Bern,Corporate,CHATHAM,24/05/2017,,92,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes",5.97,CHATHAM,Ontario
1510,765,23/02/2022,01/03/2022,6,322.589996338,Second Class,98,310,14,5,0.002000000,0.3117,155.5383,315523595,Erica Bern,Corporate,CHATHAM,24/05/2017,,310,Office Supplies,Appliances,"Breville Coffee Grinder, White",31.17,CHATHAM,Ontario
1511,765,23/02/2022,01/03/2022,6,322.589996338,Second Class,98,439,14,1,0,0,31.67,315523595,Erica Bern,Corporate,CHATHAM,24/05/2017,,439,Furniture,Chairs,"Harbour Creations Chairmat, Black",31.67,CHATHAM,Ontario
1512,766,20/07/2018,07/08/2018,18,220.770004272,Same Day,6,10,10,3,0,0,46.41,315523940,Mitch Gastineau,Corporate,CHATHAM,24/05/2017,,10,Technology,Accessories,"Belkin Flash Drive, Bluetooth",15.47,CHATHAM,Ontario
1513,767,18/12/2021,28/12/2021,10,13.779999733,Standard Class,247,5,10,4,0.400000006,129.968,194.952,315523598,Edward Hooks,Corporate,DOVER,24/05/2017,,5,Technology,Accessories,"SanDisk Router, Bluetooth",81.23,DOVER,Ontario
1514,767,18/12/2021,28/12/2021,10,13.779999733,Standard Class,247,85,10,3,0.400000006,3.504,5.256,315523598,Edward Hooks,Corporate,DOVER,24/05/2017,,85,Office Supplies,Fasteners,"OIC Paper Clips, Assorted Sizes",2.92,DOVER,Ontario
1515,768,11/03/2018,25/03/2018,14,2.700000048,Standard Class,56,153,6,2,0,0,91.62,315523596,Evan Bailliet,Consumer,CHATHAM,24/05/2017,,153,Technology,Phones,"Motorola Signal Booster, Cordless",45.81,CHATHAM,Ontario
1516,768,11/03/2018,25/03/2018,14,2.700000048,Standard Class,56,240,6,2,0,0,6.24,315523596,Evan Bailliet,Consumer,CHATHAM,24/05/2017,,240,Office Supplies,Labels,"Hon Color Coded Labels, Laser Printer Compatible",3.12,CHATHAM,Ontario
1517,769,03/11/2021,11/11/2021,8,5.679999828,Standard Class,252,370,16,3,0.200000003,1.602,6.408,315523664,Katrina Bavinger,Home Office,CHATHAM,24/05/2017,,370,Office Supplies,Binders,"Avery Hole Reinforcements, Durable",2.67,CHATHAM,Ontario
1518,769,03/11/2021,11/11/2021,8,5.679999828,Standard Class,252,382,16,7,0.200000003,5.95,23.8,315523664,Katrina Bavinger,Home Office,CHATHAM,24/05/2017,,382,Office Supplies,Binders,"Acco Binder, Clear",4.25,CHATHAM,Ontario
1519,770,08/02/2022,01/03/2022,21,1.970000029,Standard Class,115,102,2,1,0.200000003,0.956,3.824,315523889,Tim Taslimi,Corporate,CHATHAM,24/05/2017,,102,Office Supplies,Fasteners,"Accos Thumb Tacks, Assorted Sizes",4.78,CHATHAM,Ontario
1520,771,07/03/2018,05/04/2018,29,56.029998779,Standard Class,463,25,10,3,0,0,59.52,315523926,Nathan Cano,Consumer,CAMDEN,24/05/2017,,25,Technology,Accessories,"Enermax Flash Drive, Bluetooth",19.84,CAMDEN,Ontario
1521,771,07/03/2018,05/04/2018,29,56.029998779,Standard Class,463,27,10,3,0,0,66.93,315523926,Nathan Cano,Consumer,CAMDEN,24/05/2017,,27,Technology,Accessories,"Logitech Keyboard, Bluetooth",22.31,CAMDEN,Ontario
1522,771,07/03/2018,05/04/2018,29,56.029998779,Standard Class,463,33,10,2,0,0,56.54,315523926,Nathan Cano,Consumer,CAMDEN,24/05/2017,,33,Technology,Accessories,"Belkin Numeric Keypad, USB",28.27,CAMDEN,Ontario
1523,771,07/03/2018,05/04/2018,29,56.029998779,Standard Class,463,119,10,2,0,0,13.44,315523926,Nathan Cano,Consumer,CAMDEN,24/05/2017,,119,Office Supplies,Fasteners,"Accos Rubber Bands, 12 Pack",6.72,CAMDEN,Ontario
1524,771,07/03/2018,05/04/2018,29,56.029998779,Standard Class,463,399,10,3,0,0,15.9,315523926,Nathan Cano,Consumer,CAMDEN,24/05/2017,,399,Office Supplies,Binders,"Cardinal Binder Covers, Durable",5.3,CAMDEN,Ontario
1525,771,07/03/2018,05/04/2018,29,56.029998779,Standard Class,463,442,10,3,0,0,214.11,315523926,Nathan Cano,Consumer,CAMDEN,24/05/2017,,442,Furniture,Chairs,"Hon Rocking Chair, Set of Two",71.37,CAMDEN,Ontario
1526,772,26/06/2019,29/06/2019,3,106.949996948,Second Class,338,36,2,10,0,0,207.3,315523622,Harry Greene,Consumer,CHATHAM,24/05/2017,,36,Technology,Accessories,"Enermax Numeric Keypad, USB",20.73,CHATHAM,Ontario
1527,772,26/06/2019,29/06/2019,3,106.949996948,Second Class,338,65,2,2,0,0,25.56,315523622,Harry Greene,Consumer,CHATHAM,24/05/2017,,65,Technology,Accessories,"Logitech Mouse, Erganomic",12.78,CHATHAM,Ontario
1528,772,26/06/2019,29/06/2019,3,106.949996948,Second Class,338,258,2,2,0,0,10.16,315523622,Harry Greene,Consumer,CHATHAM,24/05/2017,,258,Office Supplies,Art,"Binney & Smith Pens, Water Color",5.08,CHATHAM,Ontario
1529,772,26/06/2019,29/06/2019,3,106.949996948,Second Class,338,399,2,2,0,0,10.6,315523622,Harry Greene,Consumer,CHATHAM,24/05/2017,,399,Office Supplies,Binders,"Cardinal Binder Covers, Durable",5.3,CHATHAM,Ontario
1530,773,22/07/2020,12/08/2020,21,13.840000153,Standard Class,516,7,2,3,0.200000003,7.152,28.608,315523536,Bruce Degenhardt,Consumer,CHATHAM,24/05/2017,,7,Technology,Accessories,"Belkin Mouse, USB",11.92,CHATHAM,Ontario
1531,774,28/11/2018,16/12/2018,18,74.779998779,First Class,556,12,10,2,0.200000003,17.428,69.712,315523506,Andrew Gjertsen,Corporate,CAMDEN,24/05/2017,,12,Technology,Accessories,"Logitech Keyboard, Erganomic",43.57,CAMDEN,Ontario
1532,775,23/01/2020,27/01/2020,4,26.590000153,Standard Class,178,28,18,3,0,0,48.27,315523787,Cindy Schnelling,Corporate,RALEIGH,24/05/2017,,28,Technology,Accessories,"SanDisk Flash Drive, Programmable",16.09,RALEIGH,North Carolina
1533,776,19/11/2019,07/12/2019,18,1.860000014,Standard Class,108,21,14,1,0,0,26.37,315523631,Julie Creighton,Corporate,CHATHAM,24/05/2017,,21,Technology,Accessories,"Belkin Keyboard, Erganomic",26.37,CHATHAM,Ontario
1534,777,27/03/2021,10/04/2021,14,1.070000052,Standard Class,398,102,12,1,0.200000003,0.956,3.824,315523890,Tonja Turnell,Home Office,RALEIGH,24/05/2017,,102,Office Supplies,Fasteners,"Accos Thumb Tacks, Assorted Sizes",4.78,RALEIGH,North Carolina
1535,777,27/03/2021,10/04/2021,14,1.070000052,Standard Class,398,353,12,2,0.200000003,11.744,46.976,315523890,Tonja Turnell,Home Office,RALEIGH,24/05/2017,,353,Office Supplies,Paper,"Enermax Cards & Envelopes, Recycled",29.36,RALEIGH,North Carolina
1536,778,24/06/2019,16/07/2019,22,60.229999542,Standard Class,171,3,14,9,0,0,179.19,315523507,Anthony Garverick,Home Office,HARWICH,24/05/2017,,3,Technology,Accessories,"Belkin Numeric Keypad, Bluetooth",19.91,HARWICH,Ontario
1537,778,24/06/2019,16/07/2019,22,60.229999542,Standard Class,171,408,14,9,0,0,286.56,315523507,Anthony Garverick,Home Office,HARWICH,24/05/2017,,408,Furniture,Chairs,"Office Star Chairmat, Adjustable",31.84,HARWICH,Ontario
